geneSymbol	female_invitro1	female_invitro2	female_invitro3	female_invitro4	female_invivo1	female_invivo2	female_invivo3	female_invivo4	asexual_invitro1	asexual_invitro2	asexual_invitro3	asexual_invitro4	female.vs.asexual_logFC	female.vs.asexual_FDR	mouse.vs.culture_female_logFC	mouse.vs.culture_female_FDR
cgd1_1450	5.881674858821859	6.155445363252084	5.766031018733538	5.557265880975209	6.732127126275794	6.8135660807047636	7.07559193257731	6.236486224899518	7.398749600243602	7.720088758362245	8.118792132143172	7.12822136810128	-1.7097129599613483	0.0010612131242403698	0.9369769574444176	0.05745403781079656
cgd1_1460	8.16196126982719	8.903060960964847	7.551329026995591	8.435701530254676	6.662024999819162	7.676169935696855	7.762458659817937	5.667007207117894	6.509620309064266	5.323558616620906	6.215537997926314	5.463028369020378	2.2971456917876623	5.195884242721497e-4	-1.033619382543149	0.0413590719680403
cgd1_1500	8.531668794364979	9.286111475349477	8.590572709306365	9.713105642852796	8.290195624726744	8.707964365570938	8.795944580662972	8.31869957747729	4.5416551366251445	4.14048272795986	4.667762596676653	4.624781298991021	4.4127949589563356	5.990805149304925e-8	-0.398828778983809	0.29888790066782206
cgd1_1510	10.392779287824643	10.496398093431768	10.363742591285796	10.49680216996888	9.643009875786776	10.200932179997302	10.346122202257286	9.74749321584418	0.7393082842020251	2.2897304912312286	2.7636114235544813	3.113860359199782	8.173553365619622	1.810542796718056e-10	-0.4376676033148392	0.20566883754415788
cgd1_1540	7.148448265592362	7.190011240746672	5.982879690687223	7.612210843582417	4.819246917364067	5.878585228058223	5.554520179592907	6.528933225470897	8.65014485900251	7.610278359423721	8.48880644740143	8.27336553179617	-1.4060758878174964	0.004912603096314635	-1.3692769212698748	0.01024935628236315
cgd1_1560	6.508244533870005	6.961121397230895	6.5078271890153765	4.453638786329328	6.998179401996136	7.827730750731476	7.7632513318056215	7.1700914060108465	8.45452820880953	8.610402149342617	8.1592785365024	8.52108080360574	-2.065722344808661	3.119870113095055e-4	1.1487194814543544	0.033391188862784485
cgd1_1580	8.714622813327292	9.03071505600358	9.134590730749322	7.577337359480223	9.928480572292603	9.837008668696782	9.616639967038338	10.047701186179788	10.50903585159161	10.407761212826339	10.710461105043045	10.788152144872317	-1.8725359532773584	1.9114150902449973e-5	1.1107987007416185	0.005266950411739588
cgd1_1590	2.6351515124540077	6.699124966801087	4.986858642861233	5.808802745541802	6.090884054663538	5.630240682378328	5.002331880984708	6.726976040338641	8.07474416717893	7.773496510228026	7.997103604141304	8.183493021900635	-3.207504727943012	1.691802260337479e-4	0.79151106141361	0.3348085359006033
cgd1_1610	5.997733363158138	6.695090766145853	6.551779510713101	7.098697926276038	5.2439006594104125	5.220947523997732	5.541894789103179	2.0923647164663137	3.5316907604632464	2.2897304912312286	2.5348065128185127	0.5794338545842741	4.261411076544942	9.245530867008252e-5	-1.331353706779864	0.029512485298278653
cgd1_1620	3.9741988230495235	2.7264532615029373	2.9380316402198376	5.445227500116377	4.4511567477632275	4.231615833628412	3.7481046204316217	4.693936882820599	6.175848147776742	6.047074689285658	5.286363040632879	5.927792810352992	-2.181099661231713	0.0035880698876675494	0.47518155046556965	0.5408791766621736
cgd1_1680	8.224452391862272	7.289070286079741	7.143263828183571	6.428026624088891	7.71402560655483	7.704680355581215	7.979688260285885	6.22207820182027	0.7393082842020251	2.2897304912312286	1.7127681640083396	0.5794338545842741	6.10252623244147	5.959776461931428e-7	0.18276226953297048	0.7511177913005987
cgd1_1690	8.794651094060345	8.400584585239852	8.612431973613612	8.54254409353902	7.41545613724351	8.216122546123175	8.614176620568223	7.566548735977062	2.974967509126269	5.371591994542474	0.22784728065998663	2.091005251459003	6.14185618854412	3.995819999980365e-7	-0.5751854058275327	0.24276915193598433
cgd1_1700	10.376128294689375	10.314257756497332	10.155689102329312	10.028552704730885	9.869516147295057	9.952004869636811	9.75952011440984	8.950567285791319	8.136508003237433	7.122420190192919	8.063761161500384	8.107666811759222	2.284600281719002	2.1196013241487345e-6	-0.5575295189956897	0.121539665637928
cgd1_1720	9.014150310293694	9.144080189200853	8.945311819793373	9.665296565786262	8.110789591819492	7.5594134512004985	7.190189921687084	9.046076141994494	10.07214700199058	8.902156270133156	9.842828558749837	10.140401455300394	-0.6343292432443448	0.1303777072030032	-1.3328237192071937	0.005214292798799987
cgd1_1730	9.662015227859131	10.044029017767775	10.120185168470371	9.957215482824909	9.385239866849348	8.917706253365486	8.593524446432117	10.159756783091181	11.151473760685425	10.58929122907904	11.024296266194739	11.092260724874935	-1.0282263363758055	0.006597279238232745	-0.7502982505221141	0.05582328220538236
cgd1_180	2.048238480566995	5.251661450714015	2.6695790334782887	5.127911879364698	7.199462898032347	8.286197386448164	8.217884832869144	8.813117334989405	7.884647049818715	6.3159732543852805	7.332697388242867	7.6423369500361105	-3.82470190684688	1.2103583388592117e-4	4.457836496306163	2.8703308788072504e-5
cgd1_1830	8.159478521539661	7.232345899087021	7.6121157453415735	7.784044619353501	3.1392840573519076	3.5080880766578915	3.3011786830314866	5.02003578326005	0.7393082842020251	2.2897304912312286	4.332825455811239	4.931867493736005	4.494784252276013	1.1019157494786073e-5	-4.2663563630286125	2.4414674972740213e-7
cgd1_1870	4.557165323813836	3.2037528741317924	3.4154085460448687	4.4115827622837465	7.065980310576251	7.3604941129170225	7.075496557162331	8.213659199801553	6.042908653542984	6.76920965549836	6.438803957939218	6.861821225953089	-2.622457453290365	4.141150010676378e-4	3.4149281375397065	2.272893534552178e-5
cgd1_1890	6.133544859164037	6.771455012250874	5.513886975250086	4.796128781605492	5.052348280035684	4.211711383947799	4.686641798842294	4.043675934883093	3.46837970001995	4.228267812794169	4.387815891752538	4.192753811060127	1.894848153716894	0.0064370213933856255	-1.3904339596252449	0.013671291455667782
cgd1_1900	7.414268524621032	7.789106031767524	7.824218103528204	8.229344255677562	8.120124110850174	7.788481994972144	7.727727910256428	7.886195505091859	5.0409371146094655	4.9639603032500865	5.387177390274403	5.061793298511337	2.5991920194040565	9.741434150974833e-6	0.13288909844004326	0.7504484772657448
cgd1_1910	5.936081023366286	6.3439007292400404	5.51418542040609	5.2930871811596	5.904251242536222	6.698427540770836	6.858933687857613	5.695590062798815	0.7393082842020251	2.2897304912312286	0.22784728065998663	3.0047217800799646	4.285785455689964	4.526824188448924e-5	0.6012033432348733	0.29876705844638607
cgd1_1920	6.460964381358989	6.275026476970299	6.358926879550015	6.752955340981623	7.733358447509972	8.28786093676863	8.450767803783117	6.305494654937628	5.659985544550963	4.922364775682616	4.4147693538932105	4.62160885190161	1.5497920679508503	0.024264940533654834	1.5033599244610194	0.007686382790308961
cgd1_2000	6.18516658961355	5.457594699836883	5.549448379726717	6.216053975402499	5.864569434154072	6.64738944678993	6.8288338705397615	5.465609439364392	7.387096589036328	7.1353395784360485	7.436748607136801	7.026228643504154	-1.439633415493284	0.006623481176128736	0.5752605842694782	0.2824715147617839
cgd1_2010	8.95965942560446	8.586031153849586	8.757437869084294	8.048660490641003	9.636437285982591	9.735973307831499	9.70669217776163	8.832459411222754	5.992291010499324	5.660283290759816	4.767669764167003	6.199360323665093	3.0462193227581977	2.9899338507674493e-6	0.8612933681909354	0.030956461896037617
cgd1_2020	7.343029668214027	6.148712544267626	6.595683090998221	5.7894917126694905	6.902572412426553	7.303329581783207	7.545700827788135	6.24364302406609	2.8412313369677835	2.2897304912312286	0.22784728065998663	0.5794338545842741	5.118008439730181	5.239779519291547e-6	0.554489248710488	0.30473840749659087
cgd1_2030	8.470456396318056	8.13758672412042	7.759949712989831	7.843998230410272	8.357747416683031	8.61578706857942	8.605653831197072	7.604157800038768	4.760792912972124	5.4055655104703915	4.683134522415175	5.865740114155702	2.9603668602381665	7.322643455519403e-6	0.2890089976848955	0.4988451941753039
cgd1_2040	11.46390246876796	11.678042882094742	11.787570508808962	12.023465009632892	10.641036492051658	10.534066374132376	10.309293837298323	9.817908194558523	10.062230673618128	8.563694302692909	9.474962269495425	9.755789195620874	2.2175066365131073	3.0534882184118875e-6	-1.3903301765963754	8.285737865871595e-4
cgd1_2060	5.834763659642004	4.586545756438889	6.929628684862933	2.8539691523476542	7.029076299092127	5.983322284392451	5.951621641994581	6.160663588405957	0.7393082842020251	2.2897304912312286	0.22784728065998663	0.5794338545842741	4.386827447016344	2.9164924170879843e-4	0.9220916046643897	0.21300292383314218
cgd1_2090	2.1280738051595023	4.138434452576199	3.4958463102016424	2.8539691523476542	3.5827415470898822	3.3876697791894164	3.7795065574118984	4.471673065111893	6.068488463208338	5.5078614121349805	4.661775173149411	5.664615056794062	-2.302638196328718	0.003594186613985515	0.5395754864513176	0.5062655912917461
cgd1_2150	6.708635217265002	4.904515045419762	6.639901612466346	6.217473804237264	5.9048476000585435	6.9984835586870995	6.925066910633929	6.251845624346368	2.245398665450629	3.801793571108143	1.7331262836836896	4.551565084000402	3.126558098800456	0.0011828539494862585	0.48737638242976633	0.4483670511186872
cgd1_2160	7.828154043590192	6.77960776845744	7.163720283810603	6.447066503612417	6.482071230884137	7.117050257701764	6.933455569908847	5.6967991642178095	5.138043924065848	4.515245820117472	4.6253898784580585	4.36199484968389	2.5019776128601166	2.5635465622916853e-4	-0.41940144293158	0.3860487946731798
cgd1_2200	3.9792446933415944	5.684311054169697	5.533278686109428	2.8539691523476542	3.427317949982784	2.0056445064008903	2.4234252664697875	5.284933221349643	0.7393082842020251	2.2897304912312286	1.8112990105136215	0.5794338545842741	3.3401293732052215	0.002937677978125038	-2.020257808997092	0.015372330226560944
cgd1_2220	5.480222446512525	4.932995391728934	6.84656325477558	7.3301947172576405	5.092627192514163	5.514619425042877	5.285755216305662	5.82046869743851	4.06437094182572	5.107969484977782	3.5517825175202384	3.387314605977027	2.055418366050935	0.006417918615895664	-0.5825222801161765	0.31577256812575744
cgd1_2290	4.658082587158834	3.9935983509706996	3.8457074686387753	4.370402469869078	7.081571366547924	7.1584548653265	7.39498069176887	6.648305527573125	6.689073323350818	5.650460920119005	5.9435065039924515	6.075688172254865	-1.9077525199401215	0.0028989128080972857	2.9332080684177466	3.288461260040334e-5
cgd1_230	6.778691665755656	6.813487770586573	6.520999190118503	5.992920367510319	4.886789216395557	5.083238411131241	5.06583089609519	5.772014858223331	5.084998058334049	6.15951689875461	5.793348853164109	5.284407979279943	1.0886994911159595	0.029090967282128684	-1.5343649692011478	0.001494448964037714
cgd1_2360	8.139179315848981	7.306827418913625	7.8294381682792915	6.705447293227113	9.70855331919089	9.116784529955002	8.701170695448134	9.44643131155189	6.169912870494875	3.9819529926032144	6.255691159320256	6.745628281550787	1.5974172926443053	0.009205414648537571	1.597036846063708	0.002451065210311807
cgd1_2370	6.805101801626258	6.576746935903126	6.788580675102826	5.75380484561699	8.648779912296618	8.590035607900075	8.649527644693084	8.187511230360041	3.992394735524692	3.9437847707610487	3.7711307169342	3.4645802916848574	2.8214357833921193	6.005067312640855e-5	1.9653689793794893	5.9833284599603766e-5
cgd1_2400	8.846677789012261	9.015038563955354	8.779267974118579	10.19555923745328	10.374904836906266	9.884598561245188	9.410941791294823	11.293173593496212	11.371057165818481	10.122941454970016	11.034819471833083	11.381361426143235	-1.8829463902515968	4.350039506741915e-4	1.0897046626853744	0.03352755566300529
cgd1_2450	5.584676045397794	5.428629097353573	6.204359954686973	6.188757599654397	7.153993920298538	6.766370595013159	6.791702915079476	7.100021125900793	7.4090761627075885	7.64229147750026	7.622525416930908	8.160213695211812	-1.9336408380543535	2.2420855446803043e-4	1.1322882234010931	0.019426167079446426
cgd1_2530	5.106927428275525	5.010362526265826	4.678473387858507	4.332227909845848	7.650521772599553	8.78082635045383	8.778446746862135	8.052379521581532	7.305261821505652	7.256029814568883	7.550215067581862	7.366608097129651	-2.532088310304413	1.8230949469999716e-4	3.500010492935126	5.058689841270355e-6
cgd1_2570	4.257944814234179	6.243738086158037	2.598746212827494	5.517664634878558	7.058460908583224	7.053766824669911	7.047209947617922	5.410065778891347	6.287744948302433	6.214071464069961	6.55338565516454	5.683885426714493	-1.6322194600427977	0.03571557133770204	2.3369313761013117	0.003404043963909372
cgd1_260	5.804538221438021	5.318787913435322	5.996569613838031	4.445790923637879	7.071943877359709	7.359164885106093	7.632811116099823	3.6924557779639264	0.7393082842020251	2.2897304912312286	0.22784728065998663	0.5794338545842741	4.567327501006545	6.659344502457504e-4	1.5164580655053426	0.05771452260757067
cgd1_2620	5.901881472688351	2.4751784239664145	4.796831778326979	5.148487430788389	6.708998989737607	5.912377954832187	6.086150817286718	6.715119493858282	7.2612316739521	5.424825829083506	6.920083563926367	6.718654127117366	-2.1818814837662073	0.005894712275851235	1.7017732316224627	0.027714928345884134
cgd1_2630	5.272057731226389	7.265443853276146	6.751967420811283	5.668680247431606	5.4382419831414	3.7189247218602453	3.1241848698374945	6.635958329620665	5.943383517460889	6.200055940986221	6.329689976405206	6.063077288149321	0.12723731854978304	0.8774358537853134	-2.213454693669563	0.004370128957634742
cgd1_2670	2.800325764295427	5.276337896136269	1.1155600312742269	2.8539691523476542	5.307442276767934	5.562485330447347	5.559708651723996	6.826132746429145	6.841347121885983	6.644744933959947	6.287449868120556	6.021175945398372	-3.366790485778789	3.098493115819836e-4	2.552220026046244	0.004015289521723845
cgd1_2700	3.9774667597097753	5.31961083310366	3.457288008584973	4.446367950217967	4.9321780370070165	4.851677287403611	4.531345917718809	5.814507654022422	7.725050097372651	5.995932501585236	7.2789427860003295	6.723428092246245	-2.7689862688594156	2.6210415683620747e-4	0.5293513479950915	0.4773576746284537
cgd1_2770	7.037619560796381	6.3152414787568	5.499452521426212	2.8539691523476542	6.807082570191972	6.793646936857305	6.452560846277539	6.9938978992743035	7.577943659625521	7.339077861927642	8.324635943617317	8.495986280078581	-2.1661880272122875	0.0021869167930764644	0.8585456762378172	0.2255870496629979
cgd1_280	11.015807057298533	10.939274801276598	10.934227135346013	10.794454080591361	10.874558739674987	10.775743478331686	10.721142548652688	10.714932643139392	6.504374338117685	5.792005292689133	6.1945902777986195	6.168268848265502	4.716258293499394	3.778422399010071e-11	-0.15219979398453276	0.6460277021180423
cgd1_2850	7.24969932253412	7.477028862998428	6.402941750010492	6.954611352755148	8.052738123635692	8.986184625900737	8.901476675510835	9.12974563483278	6.638056069224818	7.5591217772163946	6.8783500579732255	7.008337882605801	0.10035891723406909	0.8473807130866556	1.6825632549326954	7.521958877108175e-4
cgd1_2890	6.149559620707278	6.062424073208463	6.542842922310475	5.896824871891681	7.4323956727839775	7.864943800162204	7.938097585166822	8.029093256440742	8.786568769715615	8.552294185706833	8.350030358306912	8.258634914212099	-2.2853194135421964	1.2241098794213218e-5	1.59743513523952	9.443123296104342e-4
cgd1_2980	9.279849281564452	9.626280221115803	9.290156074078457	9.3737282716017	4.812028593408398	0.2260910020319086	-1.155188851425381	3.946514476689814	3.8609119287474147	4.131418070910649	4.655786522503595	4.367465892059393	5.105658365751154	1.3456139313915909e-5	-8.600299195203405	9.787608785234021e-9
cgd1_3000	6.784790479992627	6.345078040937403	6.55690846655791	5.966049692152739	7.424289992886823	6.94024258146324	6.656760616246651	7.873315612432202	8.835168955279295	7.713040337982221	8.342287346514475	8.611265207146687	-1.949605921372643	2.4469941506030955e-4	0.6017962387918789	0.23231953261572924
cgd1_3020	12.432209101032697	12.453153232654255	12.661985327523807	13.235535254856321	12.368808305867052	12.089674926346715	11.75196643658817	12.48403836038611	10.999947437799158	9.628739738913485	10.792439298864032	10.886960318491218	2.0902651749776133	8.304169058782375e-6	-0.5202962336218366	0.1936691650535662
cgd1_3040	10.797503602262486	10.47782855359499	10.545489348300995	10.773515253094999	10.861532060459831	10.480250761875487	10.37177107728464	10.351069090468597	8.093035437115002	7.021105884930568	7.826862614650499	7.327248882146758	3.0104137313495745	2.0818302723410644e-8	-0.12435425145286239	0.7433710087388404
cgd1_3050	8.44333117255165	8.01001436495	7.252754243413662	7.0769923355353646	8.973068806106186	9.087379564347263	9.056504439460149	9.546105880985216	7.937577410994459	5.961394987850774	7.748653913555302	7.525188473619332	0.35066396354464224	0.48699595869793544	1.3180386313855115	0.006437371400981741
cgd1_3060	6.681535883567584	7.130550489896859	6.806871502527954	6.081446378893059	8.20034456405718	8.434314018361585	8.350108759690755	8.23427965178018	4.874331139041779	5.148396946918602	5.320002692806957	4.7117511747832195	1.7464093723787508	0.0014590890592787972	1.5573777532387494	5.224049019908138e-4
cgd1_3080	2.9468087302936627	2.5979489818669244	4.061576735866771	2.8539691523476542	-1.250060773100564	1.1933063175532377	0.8842654237590777	2.0923647164663137	3.6612723006417243	3.9709388663590306	3.1487241739937457	4.157507461504217	-0.5795844573183131	0.518123653959322	-2.3364999259090644	0.012413632380418493
cgd1_3090	3.985209590687164	3.7397074728893585	3.4641142812398704	5.191629817505641	2.6955527911282147	-0.06649897353432292	0.48595302040986443	2.0923647164663137	5.136895403257623	5.472765466978601	5.276392116855915	4.974288244028274	-1.2172130904146456	0.09474555782825682	-3.0436392941909456	7.888077320111818e-4
cgd1_3110	5.940423977229214	5.653191763469554	5.960964013467016	5.075889710601947	3.933791777504209	4.843194009555285	4.88638473227549	5.688107630672146	4.071829418236308	2.2897304912312286	4.1825382115829886	2.070586011459759	2.497732020691727	0.002518315636027169	-1.0293442108325932	0.07597735232687068
cgd1_3120	9.099423929608024	9.011567669812493	8.8535843574759	8.296462807795713	9.26139609311537	9.772607226449423	9.698236996027038	8.24457460749758	0.7393082842020251	2.2897304912312286	0.22784728065998663	0.5794338545842741	7.919685928957571	6.019933165454224e-9	0.44442760118449876	0.305624953145309
cgd1_3150	2.840987099524244	3.7369759843759116	4.843741299630761	5.675445729642862	3.4305562178123377	3.0440062502751912	3.531906995850179	3.6966036602566397	0.7393082842020251	2.2897304912312286	0.22784728065998663	0.5794338545842741	3.0588738324931457	0.001979942845445502	-0.6384215746172717	0.39015671855031875
cgd1_3180	5.50925299404962	7.2119800922388	6.576143042722543	5.983471316579022	6.110041087139879	5.978967674939563	6.436510573317326	4.387794835376331	3.8563229833012915	3.8412531790975937	3.343753951839507	2.8515553610830056	2.899371526013666	6.352874936689145e-4	-0.2750040309866062	0.6567325036165953
cgd1_320	8.0648167823439	8.428368200681591	7.523914522410847	8.44631182940814	8.927279805321149	8.762101187813515	8.836599095449788	8.942441679168839	5.931412161840693	6.730539881213625	6.761128633849127	6.891320283140217	1.5046258801513739	0.0010615682047510687	0.7797405387189347	0.03858425610852224
cgd1_3240	7.003004545425664	7.263609401680588	7.704171268926008	7.061277882478775	6.185110500561394	6.971886738957033	7.473886106408484	6.167943275111577	4.4520973331841445	4.927569671154632	3.4974411480961547	5.329086250451736	2.7968679868567383	1.6662597395006868e-4	-0.42884426118677066	0.39589541626181624
cgd1_3250	5.147593715268916	5.2092644104944545	5.421068090044994	5.512453856779424	5.685155522775554	5.064549611068972	5.3680512786482995	6.186449805601907	7.397203461070078	7.0699575123715395	7.248071080148842	7.476185515481061	-2.036814705416284	2.5140254429777706e-4	0.12320570237123096	0.8409398234444816
cgd1_330	11.495805575893945	11.687490276982748	11.672034802331062	12.314045396649252	11.429259447839648	11.236111022810778	10.994929878844324	11.655650926302924	10.413813563860423	8.927345983900317	9.832240791493742	9.933583557448438	1.9689213424968717	1.3782434846399026e-5	-0.4608728240533022	0.23679984743340549
cgd1_3450	0.49070243602724745	0.9046774910990981	1.1155600312742269	4.511029339408859	5.645643324448944	5.483438978727901	5.407213886953054	6.598419942187608	3.991951696733974	2.2897304912312286	1.8744364216196368	4.120787029218823	-1.3202477753393016	0.22425780176407076	3.8295704313340524	3.095278768403651e-4
cgd1_3500	9.596565783650634	8.915431879908084	8.798868353548567	9.257486251472587	10.069846597663032	9.952541779490318	9.748772459360104	9.97116892791904	8.136103328019374	6.707893001090658	7.895481660813672	8.571182391337684	1.1800373477388364	0.005302515575420669	0.7954410320299985	0.04413282578375983
cgd1_3510	9.590234438434218	9.361957539024667	8.685372923825371	9.373093241598466	8.222347031735822	8.537705150411801	8.327523190849387	8.320739678191664	7.950476887467302	7.520421282831234	8.243608231995575	7.651224567678799	1.3606661382512684	6.188841340261788e-4	-0.8907216752853948	0.014758670513992628
cgd1_3520	10.766446081005027	9.85507099856246	9.676913835811662	9.353840162596862	9.547302980859213	10.076888605027026	10.031028096460146	9.58118717304781	7.423440167337926	7.425635031239339	7.642076806893439	8.007904818679522	2.3044719216896947	6.149403503473203e-6	-0.1339926843362207	0.7636125366528329
cgd1_3530	7.625871989579203	7.50386854990352	7.665616232673987	8.06649864176922	7.074873132477012	6.685003333001957	6.341200941014413	7.845379039489916	9.396630741480571	8.659889907802418	9.05859832519618	9.222241749179778	-1.4511414270466956	7.41443206077109e-4	-0.8575783900543303	0.04261934481888814
