geneSymbol	female_invitro1	female_invitro2	female_invitro3	female_invitro4	female_invivo1	female_invivo2	female_invivo3	female_invivo4	asexual_invitro1	asexual_invitro2	asexual_invitro3	asexual_invitro4
cgd5_3990	0.8719337221725845	4.724407841456204	2.561001922796102	0.871933722172587	5.6522378010589325	6.186462907246365	6.2985519662160385	6.207117102457957	4.342804268869118	6.790135458118076	4.792302527543413	5.3331189185513965
cgd5_40	8.465962494016912	8.068665321224678	8.296992189381905	8.142385449132956	9.41752589172739	9.758779046690615	9.753948555636432	9.300540309598224	8.124145820012881	8.158101960687134	8.118428749214422	8.054587326812253
cgd5_400	5.664871322852281	4.865176787176731	4.141418926721915	6.326566723540634	4.502435341326853	4.272690055223114	4.203670512713289	3.2639864892953363	3.432473703045491	5.519834969871491	4.636517443694421	2.1699370867886705
cgd5_4010	3.7849472234034787	4.144684370199748	3.9639010110225277	0.871933722172587	2.849230650292165	3.559477988234422	3.6827165356421765	0.8719337221725845	0.8719337221725845	0.8719337221725845	0.8719337221725845	0.8719337221725845
cgd5_4040	5.948109811663479	6.000575913387575	5.080865646922	5.375528691536578	6.455055126346458	5.396042804489899	5.591438955954966	4.134963951343699	5.13342281111803	4.836820995302615	6.471637140876178	4.850474022615255
cgd5_4050	3.7446255367087433	2.796602409348265	2.9556009018211054	0.871933722172587	2.9285892286817554	3.771795887465351	3.9312425265518707	3.7534090585151643	3.4316233056515606	3.910358388835663	3.8470072846565366	0.8719337221725845
cgd5_4070	4.385136282057147	5.008085470264448	6.3896958532985115	5.905068968839941	5.08068537055089	4.626688767570281	4.529775560182542	4.6363730374255	4.288442673191105	3.8955216391496577	3.47772743505354	2.5324508699270254
cgd5_4080	4.899528203543925	6.251005950915639	5.7410344919145935	6.189269553774067	4.283187007387775	5.264232420823639	5.2626673146841325	0.8719337221725845	5.102798814617623	4.393032858205652	5.171288553389181	4.648482795206371
cgd5_4090	5.4947569641718506	5.411664711859771	5.737440631804636	4.997127919754059	5.5074975709582645	5.037858695721383	5.24520534815908	3.253395265615259	6.458763169573539	7.386552630858381	6.690899936716105	6.85749562767665
cgd5_410	5.552359406500423	5.382411087978847	6.874149802205535	6.288570306289923	7.5986220511364015	7.249107725073549	7.005064023196542	7.109349008452908	4.89524987586261	3.599458479268816	4.244776817801062	4.56443343481767
cgd5_4100	5.103772397640509	6.520491183850281	6.9390978309461495	4.877062355999465	4.470235609345926	5.544629650642467	5.627912481084793	5.887691422188238	4.136015077600615	4.3507312757859795	5.033128326452817	4.226185397064535
cgd5_4110	7.44063080913188	6.2403500038955135	5.597950949625163	6.301115273651795	7.7820068384151755	7.5325040544332635	7.6041531604543815	7.1220238834862535	7.775049490345912	7.2999094310564345	7.725729379703	7.406395608561228
cgd5_4140	6.193197668374578	5.6837476462224235	5.261737167238241	6.718969517150388	4.97119387132081	4.4130102167901635	4.9148897373203155	4.48267717158908	4.429880232307522	4.648861716228244	5.341226324836214	4.72780116792213
