geneSymbol	female_invitro1	female_invitro2	female_invitro3	female_invitro4	female_invivo1	female_invivo2	female_invivo3	female_invivo4	asexual_invitro1	asexual_invitro2	asexual_invitro3	asexual_invitro4	crypto_sporo_rep1	crypto_sporo_rep2	crypto_sporo_rep3	crypto_24hr_rep1	crypto_24hr_rep2	crypto_24hr_rep3	crypto_48hr_rep1	crypto_48hr_rep2	crypto_48hr_rep3
cgd4_3310	5.71423057351746	3.6923779875274882	6.083709271036407	4.842469815311587	6.712974481486335	6.425260725649944	6.5752785221114936	6.407767208778336	5.7534563823503015	5.181048036807174	5.538958185927108	5.090964072376797	-0.05770691762264863	1.2013542516279887	0.14414126141413425	6.051463048776965	5.721955825627122	5.823935383183973	5.516348661957306	5.503673257272869	5.514133467485371
cgd4_3320	6.6103129756259165	6.058598974174718	5.271792426754249	4.831421857285334	6.553285146845991	6.3626964405900965	6.797891593503742	6.521558255443149	6.7367958863935735	8.03017076131195	7.336792901820182	7.962783180090075	10.611696240705024	10.542860292258283	10.61649248652478	6.464104621255591	6.324665905078979	6.5788039164137215	6.411676195053736	6.3677414685583695	6.418712380954225
cgd4_3330	10.117061179942246	9.973602649513738	9.959918872366858	9.528158620552977	9.319742867245287	9.245311168022388	9.083682665530228	8.97011823555222	8.378801877717093	7.495077336107024	8.329702495371475	8.527781407620282	9.279479994013611	9.276512205706407	9.22719069113636	6.374907186545027	6.142803272596217	6.310275270952394	9.125624421259808	8.991107719760638	9.143047030464956
cgd4_3340	8.777053373070803	9.064718236669025	9.05641241098467	8.052197338873489	9.49399962015717	9.762757871319065	9.452345365261401	9.755266519323168	10.91785089542675	10.02002630222736	10.436436261988998	10.744500380378065	12.254510956348884	12.31560390822367	12.213007952873978	8.554832713715669	8.623112014382318	8.599181183998397	8.37608753821493	8.38925178559638	8.367571304442565
cgd4_3350	10.853148865728484	10.8716456572659	10.458094790433746	10.10541390349856	10.374580481398471	10.423414697009903	10.297497929662772	9.95784068798624	-1.2858200285029822	-1.2858200285029797	-1.2858200285029822	-1.2858200285029822	5.629695182025819	5.735407108237147	5.297843842332196	1.398856669050753	1.0652347470402648	1.6929250659180213	9.003273913592611	9.158864623416655	9.137364195340615
cgd4_3360	8.804123523612002	8.260376091779454	8.098918195861698	8.62587796220099	7.875098356587103	7.6106373179641	7.3066893723874005	7.945742895417495	8.84680929036405	8.273247674323951	8.74527466370424	8.718549049542748	11.87753966508581	11.81557252902304	11.724157350380075	6.6039479118119715	6.796823147648342	6.606285835683629	7.419156159090275	7.486778736438575	7.62888750646327
cgd4_3370	4.840061131323033	-1.2858200285029797	-1.2858200285029822	-1.2858200285029797	3.6375404982216977	4.595187718878658	4.592104564565569	3.8644300314607527	5.636264255451641	4.488164116944294	5.344680042616606	5.318201118146223	7.192677314064901	7.100778063715107	7.2646130953262915	3.242314803214058	3.8655540084587314	3.179165067228791	3.2205530347014886	2.8192113191183075	3.2281630663117644
cgd4_3380	-1.2858200285029822	5.1672550391335905	-1.2858200285029822	5.341195734541203	6.933208291080327	7.244665949182105	7.085655831253057	6.452947892751854	5.717991285970307	4.118973334317795	5.258053142483022	5.935947022006185	2.0334169551807335	2.8228074851172673	2.0712683527662206	2.4679567003689136	2.9988283169322036	2.9477519821728677	2.2906087194362894	1.5240524748311484	1.784932678906061
cgd4_3390	6.681983444809499	6.698524365129282	7.412008888523398	5.352686427062878	7.753050334821914	7.3534552949614165	7.288514662096598	7.683060012024272	7.510059179825492	6.517628591581857	7.5167363940622485	7.851883923697036	11.442660973488849	11.59593396335716	11.335936368048372	7.052820483691076	6.849181684154564	7.0665020121662145	6.799056957707513	6.847945425823797	6.767885822007384
cgd4_340	4.654131908489504	5.261323726527594	4.312676173892394	4.8572421115324795	4.842615142146015	5.024468638983673	5.324425835245557	-1.2858200285029797	3.800533895102148	4.618951583504803	4.134673016558963	5.229868297766142	6.073427781863414	5.953052342084225	6.318875849923843	5.145255630325884	5.052865988629125	4.953966275488629	5.605218847396735	5.206914769738205	5.629778762549405
cgd4_3400	8.659527359879597	8.739249318939606	8.531127591155876	8.706525856092401	8.855047906927345	8.16545972380331	7.899867711203406	8.849891280244124	9.909407433757805	8.879389081372551	9.030687814367722	9.751145743191204	11.481988774748455	11.47587665830722	11.388620037223548	8.399965244767149	8.298002397659744	8.273965250730111	8.33345684146298	8.335768406847048	8.461033643643983
cgd4_3410	7.951924247153374	8.191893247843858	7.477894566952719	8.175103253252479	9.762065340913734	10.100514448922997	9.656914121146974	10.41652283585242	8.129865160439781	5.551395850224201	7.953921834934466	8.457433983009874	7.434490455151141	7.552171904820401	7.249344271626335	8.092418482343382	8.02527461640309	8.195247335588817	8.58843807736849	8.659264509303686	8.654935236510555
cgd4_3420	5.828094091777539	6.193197992645188	6.9271742777224246	7.10219859378408	8.031417928828803	8.134706829962502	7.938295834058684	8.389229272857929	5.172637721019357	6.348577500173791	6.487047344688235	6.858836061107397	8.623450635260003	8.66693928642244	8.67184720687999	6.42337870843561	6.478851153961187	6.630116336381328	6.768031483491911	6.801094330428075	6.788810743660927
cgd4_3430	5.995465390068565	6.6784078592771	6.356046789535655	3.776801602345629	7.555859815116409	7.91704843679238	7.85968369819064	7.027095014161009	6.703804189428352	7.95278104993101	6.975593117603996	6.23366696774737	5.274949018469583	5.706089174157593	5.742412744543619	7.157592648151219	6.890332593780724	7.481939021631895	6.827280248855478	6.987801168084661	6.758932599102274
cgd4_3440	5.830234433797684	5.83507691544588	6.040393371568654	5.377381386115132	6.838843029514222	7.100022622083838	7.138370174829883	6.227611958526111	4.313886749609668	4.561380056325098	3.8609361297973357	3.931715440080557	-1.2858200285029797	-1.2858200285029797	-1.2858200285029848	4.5390872883211495	4.525787802994768	4.985310360627884	6.266247202762973	6.147638570613499	6.2481599250184
cgd4_3450	7.607569709237501	7.392311095976608	7.382225157243361	6.315723699122623	9.383671907003313	10.242738958238363	10.068306546349902	9.201523991757629	7.96835574141404	7.876137822521283	7.963596682077576	8.6567015172502515	1.5127277227879459	-1.2858200285029797	-0.5504871686771831	7.178759548156989	7.202701440228026	7.717963032828093	7.037304606276466	7.180136607597513	7.056816243456632
cgd4_3460	7.091991605094109	5.752700788707931	7.922811485248433	5.401072731265996	6.280260905808797	6.849366225627903	6.667092308182143	5.740159199997425	6.536531208068552	6.566282156431468	7.583605750821241	6.847483153864387	7.30692223849829	7.2409642219763555	7.340714525312076	6.838265506920384	6.76674578116093	7.0405358991445945	6.351936813160898	6.471788841127524	6.349551599137138
cgd4_3470	5.794634194122564	4.749057941367394	6.263237544664572	4.922362330143666	8.09168263106263	8.284612759139572	8.190120872199486	7.931684950221488	6.530320838092055	6.253441213171999	7.362866048029766	6.655164662898673	2.88169514050847	2.760171467749812	3.2020339212291393	5.976623030004456	5.963909123208638	6.162163499342874	5.621962421413277	5.534026628267219	5.478364036379145
cgd4_3480	9.620797379421754	9.60059458585114	9.087728739794546	9.254679877796109	9.119106939689583	9.244471808128534	9.339804876617023	8.411628221476526	7.84582857931955	8.31311859252484	7.101599580605678	7.086965050984577	11.588390809661737	11.474429423864748	11.638310333725977	5.955877704375589	6.119558244056546	6.16281294105803	7.665425499272573	7.7363264870373865	7.760040201750649
cgd4_3490	-1.2858200285029822	3.286872306333539	-1.2858200285029822	4.02260357813841	-1.2858200285029797	2.385616260820174	3.573595669261257	-1.2858200285029797	-1.2858200285029822	-1.2858200285029797	-1.2858200285029822	1.9410603179160093	2.0064911103353067	0.7173635008017499	2.0309398499689353	-1.2858200285029822	-0.18906210251382555	-0.6438997146592903	3.580298051115172	3.758819449439377	3.5370109627245836
cgd4_350	3.993660269602027	4.745633959833791	2.7020986830430767	4.194947841472672	-1.2858200285029797	-0.06737003358179613	1.042595370950369	4.887025515015691	5.268381909048073	5.929997071283594	4.453442619754384	4.973599086686536	7.593948124832985	7.422817308085658	7.599109074062241	5.24165929174449	5.564337610432225	5.2977056224150205	4.639204021842915	4.581807256103919	4.4912980067677815
cgd4_3520	-1.2858200285029822	4.394098680849094	-1.2858200285029822	4.825564368618913	-1.2858200285029797	-1.2858200285029797	-1.2858200285029822	-1.2858200285029797	5.200903068807151	-1.2858200285029797	1.4889850582455169	1.7803494569034235	0.8206842565459561	0.9768037235489666	1.4672630706568481	6.017033401874425	5.658147144708738	6.143364397660775	4.981540824658064	5.0751620798026345	4.8348798965559014
cgd4_3530	11.805095934645683	11.703160497212389	11.823453355572758	11.075579144603171	9.739231338753196	9.616571708151396	9.328034687481448	9.113037347212666	12.78416230143445	11.43922492014842	12.304343640820251	12.365799440577511	5.109063532360473	4.988834931680312	5.123451121600062	11.307109017973703	11.332413297992982	11.715081874027376	10.713595058111135	10.709761163335827	10.733360916496016
cgd4_3540	6.592395341309812	6.665572208183843	7.735944163392793	6.340383611639996	6.395659087790976	5.167638411666435	4.956649760252712	4.47948675757617	8.010995181276375	7.794156593667185	8.37635777511199	7.58794255375317	6.627720715715093	6.7198853308943	6.605030501049291	8.204042078823955	8.258644556511447	8.372095856307965	5.800016699790148	5.751238749712375	5.9441545209388185
cgd4_3550	12.035351943260672	11.978559283098834	12.098498747318171	12.056986124960234	11.59224160002891	11.3226928272804	10.878536357205581	11.744743194818955	12.172372152926977	10.983522862927641	12.085461351200331	12.049994102507268	13.672322339480246	13.754853094131631	13.555299798468281	10.96645741888067	10.91985313443711	11.050214765228736	11.36411998074801	11.372939867882073	11.369207553879823
cgd4_3560	3.6962586149154295	4.129531449715701	6.117923851870485	4.876403776573248	5.5020928012262535	4.880773811111147	5.7310919330336185	4.585588938482633	5.490527575059069	6.428344638416771	5.907521650894014	5.124974992044284	6.608043758095071	6.1254902486495695	6.60103592947099	7.476431864635911	7.362586982220742	7.460268527805904	7.097838884519012	6.854779689954496	7.155145251053952
cgd4_3570	3.6485219138329623	-1.2858200285029797	3.3134808704098613	-1.2858200285029797	3.269688113827495	3.8527727857634972	4.00407433879938	3.002251209567431	3.77153396195629	5.577226481861874	4.745012042249112	3.959632328709317	5.821986041999218	4.948200513362318	5.888093104765452	6.783112309728273	6.67594803140109	6.9281695672061	6.218218517264026	6.225732046028571	6.426753328514491
cgd4_3580	6.711312274470877	7.31095503389606	7.441383953991145	7.108836731017952	5.234244685543611	6.304746421744376	6.478560258930736	5.7208858232063635	7.728525146679152	7.129794940478296	7.651503070096152	7.460990196166523	5.959009906151115	5.835709695441145	5.783049147636245	8.007964673093094	7.983023539297147	8.367247804817382	7.457298891078115	7.466297680657701	7.519787333658547
cgd4_3590	5.830868278860846	6.417215641064475	5.934803713055045	5.378013534460722	6.828024883338979	6.783091244015466	6.900231225600739	5.7170522827083365	5.618486287089706	7.241093960407995	5.569742710843142	4.406647345153997	8.107224322491417	7.708457748868877	8.206576838099982	4.464949259741481	4.199468421584722	4.632893455881159	6.185898946817406	6.450849605750468	6.05640318760758
cgd4_360	6.044266218824006	6.487332653786561	6.9875492836757465	7.4858291594018915	7.1125656482739235	6.151350508391477	5.883534895544624	4.512853490638994	6.795632799434319	6.867076329486872	5.709419912480003	5.755374666648756	5.876443311906989	6.010234324843543	6.006081452321563	6.810113399320737	6.714436004534978	6.620785134690101	6.847692791489047	6.73469603528131	6.826313801117388
cgd4_3600	5.285595828587084	5.03353605128677	5.692971965836211	-1.2858200285029797	7.3970948821493305	7.379989273031878	7.6976653264112835	6.807983820732263	7.315328991064163	8.290913787379978	7.645050794083857	7.064798944657831	11.336072966055228	11.092200261708173	11.456313113407901	7.687504618067255	7.666665013876443	7.601978259070317	6.827517394540615	6.942585716603264	6.788887783424569
cgd4_3610	3.2792419993073225	4.9047024215762125	5.618183525696393	4.85878913128182	6.4311907149267915	6.559463865997075	6.76565466441616	6.54919894274294	7.04887861254934	6.189330980315446	6.622747142815733	6.495176239544901	9.50040618557252	9.179148109422345	9.617303531101404	5.432175970147168	5.194689115063378	5.0949441060302885	5.422261169396143	5.569623335747455	5.434990913752438
cgd4_3620	-1.2858200285029822	-1.2858200285029797	-1.2858200285029822	-1.2858200285029797	-1.2858200285029797	-1.2858200285029797	-1.2858200285029822	-1.2858200285029797	-1.2858200285029822	-1.2858200285029797	-1.2858200285029822	-1.2858200285029822	11.312555359795072	11.556969145799558	11.630825623153314	8.43533243361397	8.047936618638538	8.44205442289172	9.915846494551417	9.843951555283319	9.833305156691393
cgd4_3630	9.98717563770966	10.510450911213066	10.116241831379085	11.367665025246518	12.053067052876859	11.756693307752757	11.416778267698772	11.857692288232204	10.000091983369133	9.31525869323843	9.879621505530455	10.200851506072024	11.155570145828754	11.173910026228564	11.057505543658241	7.768285059255513	7.890450304992255	8.005039568018526	9.936557627106318	9.917035139803762	9.921435941336965
cgd4_3640	-1.2858200285029822	3.08818548338946	4.829499537259317	-1.2858200285029797	3.4943850534559977	5.146822375903092	4.768937795177008	-1.2858200285029797	5.7097676752478606	4.5609426787844365	3.860503585432234	4.594735795602268	8.709919884375884	8.744461804693325	8.710542200727337	3.482650863372066	3.5448885841518263	3.5442785798158023	3.611148602723182	4.008419497721112	4.192380374945096
cgd4_3650	4.132664903621746	3.593839821394244	2.836023680948302	4.334408460172243	6.927076649157026	7.1208202048155504	7.083475517695134	6.4313012941818855	6.815749636721618	7.388226147754991	7.288677935956826	6.746522634035992	8.854891225712441	8.593961810187428	8.892889265916105	4.514788941535839	4.987950546681498	4.796164208575602	4.6055425224226365	5.077474467901856	4.934561326699378
cgd4_3670	8.747222715291356	9.008998054079955	8.673206942129111	8.745360339184757	10.969489138139874	10.69345233773073	10.508294783168235	10.135461877870506	8.750638081800036	8.40062521287877	9.232278095537897	8.798639814444055	10.32455329153496	10.34656893314191	10.262714369133587	7.093426996971298	7.192347484684475	7.214391473113504	7.723704783988187	7.655218360279369	7.63943812173719
cgd4_3680	3.5753144344682855	3.4408333563290525	5.193216039068812	-1.2858200285029797	6.091040985903899	5.145304653384974	5.454361797815856	3.325980125576608	5.0843782335775725	4.923696153203678	5.423838072813147	5.411849560266097	5.744859307390793	5.587352018137091	5.705475757724854	4.647902893846076	5.000307549210701	4.588520628868701	4.433880017236669	4.796904019659511	4.773048439298277
cgd4_3690	6.523091793369706	6.337162934613301	7.026498920850447	7.2320643002965355	5.922838507847563	6.629535418894642	6.482350892202342	7.14047169116458	5.289610811420976	4.552122320899791	6.517119324336793	7.292759986480855	9.151105013296045	9.11248244520162	9.014909630261167	7.192622739655418	7.140296062474683	7.210881230871253	7.164147580447756	7.235807243553656	7.16937362782155
cgd4_370	2.738443619830552	5.277647418883834	2.414569619844245	4.873509090152273	0.44756377585719176	2.807224419764704	2.5614748664131817	-1.2858200285029797	2.8579464526691396	4.635176865365437	1.5306165434138217	5.122073811349333	5.598174268038569	5.268841557341151	5.556221674582771	5.607794379228267	5.486689037616193	5.621662589223614	5.129423865135034	4.99777936327434	5.289689068440824
cgd4_3700	11.01565471122755	10.960271420247254	10.530984058605537	10.362660721643014	7.935670228727234	8.255599241759993	8.36079444167739	6.680290164411088	3.782298974830758	-1.2858200285029797	4.3046972059467885	-1.2858200285029822	-0.7451171648065686	-1.2858200285029797	-1.2858200285029848	3.997610370155863	4.6478235730035315	4.692117412160384	8.918720836784159	9.016766713168376	8.936302822916852
cgd4_3710	9.846179431067654	9.919085030817683	9.65596220691585	9.352246354228734	8.557027980530531	9.503664335731552	9.47219952628629	8.642400064474613	6.448804599629569	6.117871859838087	7.085273989352	6.77361928121266	-0.028401459337805336	0.5954921049485977	1.3401087873894646	7.78995036720834	7.6361242870972115	7.7890917706504545	9.130712531250463	9.149270286048832	9.116566993814713
cgd4_3720	7.62443979691769	7.980423803734199	7.496183075267871	7.572060671629045	5.804685372694635	7.025387855930311	7.29691533348227	4.492732460643438	-1.2858200285029822	-1.2858200285029797	-1.2858200285029822	1.74259363724955	-0.016527389544284954	0.3544735329368344	-1.1566239923967219	2.2096014800021346	2.753668459165985	2.719329409564157	7.736406966310009	7.6849166580326465	7.743317291710074
cgd4_3730	-1.2858200285029822	-1.2858200285029797	-1.2858200285029822	-1.2858200285029797	-1.2858200285029797	-1.2858200285029797	-1.2858200285029822	-1.2858200285029797	-1.2858200285029822	-1.2858200285029797	-1.2858200285029822	-1.2858200285029822	7.257392703201897	7.2006049767486004	7.219941759474994	5.2485802331633105	5.013884007509959	5.040114646794135	4.604293431167286	4.6255201799579595	4.821103313957758
cgd4_3740	4.895894413219132	4.539645172431459	5.320523830078656	4.305019868255586	5.855153698016583	4.9268192691528245	5.052396809685902	-1.2858200285029797	4.801853292519111	5.050720150260418	3.775199436857978	3.698417964986543	5.45182243641147	5.151990704796376	5.450846272151896	2.9848339467100415	3.3221312136033387	3.353049790065854	4.468008891162581	4.666648918708966	4.7489366929853905
cgd4_3750	7.37320376117117	6.526059378294913	6.181957226803852	4.841769969973357	6.646642992328179	6.373143116463146	6.39925263064381	6.945448478900684	7.068080585067099	8.104685793835973	7.547490528936002	7.703660314953734	10.040641780756086	10.106921698349197	10.030934723398078	7.797498714067635	7.648570545233135	7.580571621203261	7.810785100258224	7.568870011378253	7.687218293855487
cgd4_3760	-1.2858200285029822	-1.2858200285029797	-1.2858200285029822	-1.2858200285029797	-1.2858200285029797	-1.2858200285029797	-1.2858200285029822	-1.2858200285029797	-1.2858200285029822	-1.2858200285029797	-1.2858200285029822	-1.2858200285029822	8.661554912821172	8.324713566150896	8.580410594734005	6.01339358748091	5.641882985658017	5.956373424484442	5.669037550412039	5.654179119922999	5.497811886006977
cgd4_3770	8.564450165085573	8.200174392901557	8.19433860418181	7.579581944241019	9.074911612199495	8.071219794386247	7.696132232094419	9.41321325444906	9.762023655380132	9.677586046163228	10.203463011460254	10.33674450860591	10.303513837328698	10.3756498000492	10.288170874710605	9.33417217286244	9.169360075700531	9.20965371450782	8.435222422579056	8.478355876791518	8.412288175191247
cgd4_3780	-1.2858200285029822	-1.2858200285029797	-1.2858200285029822	-1.2858200285029797	-1.2858200285029797	-1.2858200285029797	-1.2858200285029822	-1.2858200285029797	-1.2858200285029822	-1.2858200285029797	-1.2858200285029822	-1.2858200285029822	-0.618101223873478	-1.2858200285029797	-1.2858200285029848	3.7585037359639366	3.279890202447605	3.767798166643287	2.2399220411658156	2.590001440078849	2.824755218236689
cgd4_3790	2.0229715405242352	-1.2858200285029797	3.57227430289285	-1.2858200285029797	-1.2858200285029797	2.468766641458632	2.2274196679841936	-1.2858200285029797	2.1376447527358025	3.8746444700054443	3.5825525608780353	3.9080777617706333	0.8693987256931354	-0.5429945870002887	1.715719059306396	5.9142105776097225	6.01719698337765	5.903365745641665	5.213133929631459	4.8460008733098245	5.15804898684403
cgd4_380	5.814052814078231	4.906245649469635	5.756144253237683	3.8805595465891365	5.516038713502576	6.513703209968378	6.81659714814567	3.9970113474412887	6.1611747143202455	8.18479933464524	7.656853881668916	7.589457358765246	9.032400366934633	8.45525962792992	9.239121652885867	7.011212308803318	7.121905690658919	7.010698897133813	6.689001193948983	6.62777228055718	6.663714155516857
cgd4_3800	4.385104992092934	3.8437672210956584	4.044956381187446	-1.2858200285029797	0.535813490154827	3.6302745173457005	3.351838482357619	3.164967270835301	3.9376768391309693	6.066556918070782	5.151521852693634	4.126369031722778	6.0093814638066725	5.644835861103615	6.25474302931302	5.114373496761473	5.1628690838450835	5.1229605782004235	4.881440715885806	5.2642652490310065	4.967334038151667
cgd4_3810	7.189014598570837	7.065462771437697	6.842270685164477	5.8777342465353115	5.685372241078908	6.419565048084332	6.274514567719721	6.165480824126437	7.040813472163106	7.089404826113782	6.722119642548166	6.665844703426969	7.09468477363809	6.733476029139443	7.132119145974116	7.235914298757843	7.298741981320187	7.320787353201496	7.163794730100588	7.098328280866137	7.057927603393164
