geneSymbol	crypto_sporo_rep1	crypto_sporo_rep2	crypto_sporo_rep3	crypto_24hr_rep1	crypto_24hr_rep2	crypto_24hr_rep3	crypto_48hr_rep1	crypto_48hr_rep2	crypto_48hr_rep3	sexual.24hr.vs.asexual.48hr_logFC	sexual.24hr.vs.asexual.48hr_FDR	sporozoite.vs.asexual.48hr_logFC	sporozoite.vs.asexual.48hr_FDR
cgd1_1140	3.9422261287158147	3.426827894037373	3.452713772811497	7.2447729310059605	7.2333079050841755	7.184775785816529	9.151668596348149	9.30029080152939	9.301553409551014	2.0210147129628213	6.682217061376895e-9	3.6176346613820836	2.658644013933902e-10
cgd1_1150	1.539771262642681	1.111619136882952	2.058396114113517	-0.2590350223420485	0.2531452933773058	0.33606980535410186	8.732420776581035	8.715685306075018	8.68560485059255	8.586750038519108	1.1214777391001698e-7	-1.512114082396631	0.02460634856696029
cgd1_1160	-4.839971981495423	-4.577729170010639	-5.166889739657474	-1.675121021530515	-3.7763395945603504	-1.724191710184802	6.91335645436453	7.167182642255772	7.0653073496808965	9.427749628053892	8.333316985054819e-7	2.469646188295968	0.03877326419067798
cgd1_1170	4.862582393687669	5.013175615126514	5.213905024205386	6.504373108063113	6.544873436952863	6.396993438342233	8.023376090630713	8.112555596154879	7.947473484971456	1.5442644348010637	3.1004318013999907e-7	1.44706581272587	1.3694837677484266e-7
cgd1_1180	4.16256271895406	4.2611251231486245	4.157346496405048	6.255637938360647	6.097505194283644	6.207900336041644	8.484982140960678	8.573206355419897	8.491596293636409	2.3413876785181387	1.8915813651379613e-9	1.9875658152335163	4.29097289651081e-9
cgd1_1190	-4.839971981495423	-0.8674215981436582	-0.11222089785819783	0.05113465830329279	0.1030133376429413	-3.1403221855769643	3.562596844809223	3.7762809901809624	2.9668464497144758	4.386566839956638	0.006365144627144106	0.9835943445524269	0.5078005797099161
cgd1_120	2.0879934858204106	0.36154068669030814	1.325557174761314	3.231569408615952	3.3978217814403964	2.6756554392362375	2.103738406197162	3.3456703533631797	2.629690244124585	-0.501532210768409	0.4622492850736217	1.84060902669115	0.001758437965445635
cgd1_1200	11.1510063869746	11.341822352818733	11.07752319935357	4.51864583289924	5.168487780973951	4.648845417908326	4.853871539391675	5.009875743542876	4.587746778637282	0.004925786281110511	0.9924966115779517	-6.342099982701817	9.917158732302338e-11
cgd1_1210	10.277263206862763	9.9334063616033	10.18432074083112	4.744599143365486	4.531529369495194	4.958149993515003	4.489340396334636	4.238915701370135	4.568114150016932	-0.2874443131122453	0.5957382863636581	-5.4259139659893725	5.126068745451103e-10
cgd1_1220	7.060903588667407	6.8279573488902745	7.058603591203746	5.638853771031924	5.679128300890652	5.833670927439158	6.946156531199903	7.012818435531509	6.969618757087541	1.2616877062799334	1.4037667928374603e-5	-1.2773170220433414	4.73091551285301e-7
cgd1_1230	6.024330874388501	5.068293224632724	6.2540926428320995	7.217442531271552	7.0204960274027135	7.212500547911538	6.464411553980423	6.199156526254874	6.291121649646932	-0.7998478148541519	0.07015516859241727	1.294730617635227	2.646155522444514e-4
cgd1_1240	3.5221418661745933	3.637876326560888	4.280535413345056	6.325964293213547	6.455046713071777	6.50155868760743	6.686435477736952	6.4193832194298315	6.456071062125326	0.11060824863220553	0.608810199406523	2.5727967835853254	4.755695140883089e-8
cgd1_1250	6.2237736652113	6.32989008091902	6.183513978621734	8.441808741347351	8.42368121545199	8.820475105659408	8.75981190087895	8.864278833847674	8.726517945007314	0.2340495316439899	0.08497942072752397	2.3126219660855387	1.1936778652780636e-9
cgd1_1260	4.226621290461923	3.8702945144548666	3.788425361811768	4.178829537083285	4.183904804683509	4.079712581821132	6.147370864703925	6.103644756774825	5.7952628612516	1.8966169032006857	1.2851755989497348e-5	0.20000743802359233	0.3365486886111951
