geneSymbol	crypto_sporo_rep1	crypto_sporo_rep2	crypto_sporo_rep3	crypto_24hr_rep1	crypto_24hr_rep2	crypto_24hr_rep3	crypto_48hr_rep1	crypto_48hr_rep2	crypto_48hr_rep3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cgd1_1200	4.884704468935575	5.648760170769838	4.863301388856939	4.111433463688408	9.150737878254116	9.241805960542656	9.188450864298616	8.198360104089321	8.042843935273178	7.837598262411488	7.782125864287077	8.078823619215637	10.50535551852403	10.796401284433514	10.433022421595266	4.513391475699237	5.143736538089851	4.648673441940708	4.754269239909988	4.910952183675762	4.475555843177927
cgd1_1210	5.893740454598159	5.422071100800677	4.89714513682451	3.888586982357579	8.32225841273703	8.585939741173377	8.579404120610214	7.555741702061699	6.90173041013804	6.4205735052012125	7.572692666153871	8.240338198724462	9.631932583275566	9.38849692353228	9.540170769718626	4.736643069225755	4.514434517651234	4.954667771645038	4.393700403088114	4.147138030595751	4.456039722660827
cgd1_1220	8.614431139992364	6.506954232267604	7.205128996202624	6.133192085031233	9.379261701858658	9.24583571847839	9.017003185643079	9.208757194453304	7.812311872370266	6.567270794564655	6.549250297192963	6.76855107734931	6.4214077489769545	6.289277424251616	6.420314635903301	5.623510510901458	5.650248345109935	5.823869417692413	6.835949549261435	6.9062638524623665	6.850539169049704
cgd1_1230	6.21030065594612	6.18695169539455	5.925006966855854	5.370029052783971	5.943513794661028	5.816276872811093	5.934551240180021	4.501548548492892	6.740034007866181	6.535292068667726	6.95808494751325	6.7759325192219935	5.391678870217717	4.546299186459961	5.620726982395703	7.19635034457864	6.985710396089262	7.198021526252791	6.355496647887691	6.094527775469513	6.1730261056916
cgd1_1240	6.273780268009996	5.94856826437966	6.866159507864044	7.2193153257046525	7.835904460019768	8.298539888756256	8.196546458358599	8.144329925278933	6.987408961173463	7.355675524440202	7.080416017937739	7.359821533741631	2.9503404043607278	3.1552500003156596	3.680442854870261	6.3073491598961144	6.422111130523887	6.488942677660731	6.576871521312681	6.31412227295653	6.337692215952525
cgd1_1250	9.083324982552817	9.21936304935846	8.716922253311106	8.591765931062637	8.215098955862683	8.796413404222701	8.503127010837304	9.00269403900163	9.053646498819338	7.885279793304461	7.983711520438224	8.47848486961282	5.589400616727391	5.79410720763787	5.550724705657583	8.419057119207777	8.38649429649479	8.804027875006446	8.647269881367246	8.755884419609092	8.606283605456655
cgd1_1260	7.3240014561335345	6.632341006574957	5.765194495027638	6.46886821525799	5.750551853813934	4.735563651481912	4.742840405266738	-1.2864196035640993	4.409677575265523	3.937581171425763	3.243746718979805	3.006186088683514	3.626591453746442	3.3784517509874017	3.2061604754141784	4.178511826217293	4.172627216020716	4.087803727282396	6.039573619457929	5.9993215532710575	5.6782423293785085
cgd1_1270	9.223244004270345	9.343694965976244	9.46707233278325	10.00133389398064	7.955281760279216	7.985348455937949	8.061852897333148	7.449914029380448	6.2541571353018455	6.2854401010017575	3.755764879144209	5.736184512626184	3.6711575182918073	3.7882060986517363	3.529453483582982	6.231914482118235	6.44520318901353	6.27195786031064	7.8065490321410564	7.763861935895305	7.807257313117002
cgd1_1280	8.383959206615392	8.77740378030595	8.01283031956918	9.024426471740913	8.784844646192191	8.423818774428884	8.222138451516114	9.457334622776573	9.874735763766306	8.78284118131244	9.825098861756787	9.95176936661572	10.606567177431074	10.661673353056758	10.49660109074353	8.485522344356227	8.444741959854076	8.246112304114344	7.557287045666339	7.47837566465745	7.62696974365444
cgd1_1290	6.906034311411563	8.001553286885079	7.114275697285474	8.731417053328004	7.642692216799954	7.318153693051102	7.188448567186234	8.41520163654526	8.193975676968023	7.6680211609068305	8.90081156465741	8.963810421427763	9.866960264329535	9.935318015256067	9.720691837871938	7.475638730718227	7.617933085265291	7.4508080417542075	6.735274023068083	6.776362565634737	6.668480489116861
cgd1_130	4.219630632045184	5.3891299179876135	4.289499721933637	4.83568981384239	8.737418178580942	9.050300126536383	9.121627490467205	8.22175411950893	7.714328500843071	8.275384400661993	8.237278674005355	7.797690479985583	7.351089882675427	7.108393794776871	7.077833135178838	4.917904478566737	4.8061078110740345	5.032853214266596	4.8581007394953595	4.84221625923426	4.919967501251451
cgd1_1300	5.283149081001069	5.203952039320434	6.478381120264979	-1.2864196035640993	5.361722957603132	6.841131536160919	6.98439405000714	-1.2864196035640993	4.721693049007762	6.352517619621483	5.418228310480235	6.221879299130073	4.616053779498337	4.424600443378503	4.57162765305222	5.098827939401993	4.855023321188213	5.343634526096418	5.765309011625514	5.768426860551161	5.68392018376173
cgd1_1310	6.592213066103649	3.9595703712591415	5.363786004393449	-1.2864196035640993	5.798976533997126	5.711311521582139	5.795823360846262	6.225358569037762	7.4130838515074995	6.186170722757642	7.311212004147548	7.415298812222484	8.799117590767825	8.722722939583946	8.732712070182687	5.847337368078423	6.0657452502258975	6.019018971758107	5.1985307407995816	5.274586257115928	5.233679466292662
cgd1_1320	-1.286419603564097	-1.2864196035640993	3.3673061176318537	-1.2864196035640993	5.2776869523140375	3.7737435306672555	4.183524799307921	5.002824338358114	-1.2864196035640993	4.64673022932733	4.664857186167898	-1.286419603564097	2.7963639977102748	2.1088661430457147	2.709793248282559	3.1473094301535913	3.8151910099899835	3.2833834984448416	2.882575462365698	3.3710232667974833	2.765497629487241
cgd1_1330	9.783771004374598	8.494950644744431	8.172581554398558	8.19003093873439	7.6687270273056924	7.953524187857382	7.822852651533885	7.725381594073199	7.077028528733495	6.368425808791882	6.648617464452454	6.761452028128347	6.216528437227023	6.170214329609639	6.151464352664017	7.9210844741772135	7.765015132560029	7.782461627892409	8.0089701060502545	7.91438488225799	7.824781497516908
cgd1_1340	5.5739715399743925	6.021088986674867	3.280075737810275	4.79522158333539	6.087021108002679	5.3611653183051935	5.813953003889429	5.71198597075501	1.8653712423403874	5.544695121967876	5.41234733913008	5.385710825673663	4.177565246535404	4.205144025843938	4.3881642439192845	6.104276787668362	6.173000792472028	6.095526202479612	5.8600339972027085	5.9346429654363035	6.040129410221312
cgd1_1350	4.428160268480729	-1.2864196035640993	4.2801986941060575	5.815864200950169	5.218937562278984	6.5381215686576395	6.544566656523913	5.522753670766761	2.8115381112852758	4.5883321517422715	4.10224183463432	4.61996063364808	2.2355089031900834	1.8925012414913118	2.5937709149850856	5.967505407379838	5.972633412577001	6.026885604358525	5.888052485173719	5.8979146701570695	6.0166495428905975
cgd1_1360	2.7522863577863657	5.708489932120121	5.332836358820827	4.894010594014387	3.987473587355622	3.3508146647717867	4.218948298880563	-1.2864196035640993	-1.2864196035640993	-1.2864196035640993	-1.2864196035640993	3.7102690225949604	-0.15710921354015264	-0.8511568316364992	-0.38022724763062304	3.4310800771751575	3.122650468600462	3.3858759073085163	5.070765917636593	5.236802207601906	5.008786424332103
cgd1_1370	6.046293030569658	2.9797973276686407	6.437486724680815	4.687746187302429	4.097232448045617	4.601610605190701	3.934221345575244	3.8264600629895695	5.1853244970248	4.450134977940042	4.152954964678519	2.5590175693973283	1.3133924402077897	-1.2864196035640993	0.846291890042087	4.536831930703586	4.538255718706712	4.922211909642049	4.689155021905082	5.067146490572587	4.888110502728954
cgd1_1380	7.85723514020149	7.765327159748237	8.512667841761763	7.005462973982774	7.813907445512074	7.652026530919719	7.681938198929653	7.294093181754124	7.383233605688922	7.222457341883503	6.270594702674035	7.438500467424207	4.3185293524404695	4.923254420309097	4.7650452261617025	5.7538286545214294	6.110746934811416	6.172923590020436	6.94573786275322	6.809980342651385	6.615208810697368
cgd1_1390	7.589939229537096	7.525956737162109	7.830794134683619	7.480512904532712	7.712239563193454	8.38945071758303	8.236796502738644	6.020914495223668	5.150316459687182	5.662169756151827	6.63829272262149	5.282848559026385	3.054456518397896	2.5066032853045384	3.1519999071780473	6.0835056830649945	6.233413105687568	6.060846098882696	6.897259035780586	6.852986323682996	7.086771826811353
cgd1_140	-1.286419603564097	2.1625774575249745	-1.2864196035640993	3.828091422423895	7.806707667713766	7.454801568301511	7.354445382842632	7.157453267584159	5.885203770896664	5.556663135653532	6.456743285578658	6.390634321204944	8.785062557432402	8.825237715894474	8.822871791902072	4.201749467648241	4.261449544020622	4.240012738547637	4.319028169704597	4.793926215585599	4.5623229878046185
cgd1_1400	9.059480277287767	9.587593924331813	9.189681083582379	8.867507251950647	8.06615407987643	8.946443942583699	9.198448548100636	7.601807545580823	4.888216683724324	4.562240087933018	2.354070860262553	4.404708295840778	2.4255087903010395	1.2714403275896486	2.526343998196308	4.755190097345431	4.855344322775861	5.032190377142044	8.050652518734124	8.134287246555333	7.942478120903418
cgd1_1410	6.27973827017944	6.367169407539834	5.097849176813962	6.642301056470598	5.611754136926532	5.265412117334909	5.639208604320949	5.037072197198187	2.354400833196327	-1.2864196035640993	4.125367758943603	4.453987835901052	5.3376924955519955	5.393903594512016	5.656975733518511	4.0362353286573995	3.7005378388395496	3.860331387881477	4.693869765779183	4.638165070024068	4.649313305642922
cgd1_1420	-1.286419603564097	3.7420403245003167	2.4320795209261172	4.894021392676791	4.436710355138077	2.6314202080683264	1.7122535282197155	3.0659494670590886	3.434140590923746	5.232974250098984	4.809378338921397	4.854879486716294	4.405429429285627	4.545829120340905	4.758097430887893	4.865890698472807	5.054262904735494	4.979017632164722	4.72967407842431	4.341969010764861	4.3614100304983605
cgd1_1430	-1.286419603564097	-1.2864196035640993	-1.2864196035640993	-1.2864196035640993	-1.2864196035640993	-1.2864196035640993	-1.286419603564097	-1.2864196035640993	-1.2864196035640993	-1.2864196035640993	-1.2864196035640993	-1.286419603564097	2.9432750779927446	2.4154055695068037	2.953115577709305	3.59972979226234	3.2670941754821428	3.6536261695053414	3.3479346271361785	2.0915673243437194	3.0910372904938996
cgd1_1440	3.544874418148751	3.981670322317913	2.661348588656099	-1.2864196035640993	-1.2864196035640993	1.8393222908744447	2.7250894538698356	-1.2864196035640993	2.177082479786798	4.898754612593984	3.6240744131096134	2.060242049092123	6.617971069441262	6.533116723809884	6.3940140533947645	5.179199836680681	5.0907218308202795	5.119447538722367	4.77393342543275	4.265957114918238	4.325172674636321
cgd1_1450	6.054847757248077	6.366059440834393	5.952876986062281	5.397811097818112	6.956052947183022	7.092241770330891	7.336228787996259	6.096885717290253	7.502778128889892	8.082703895558275	8.277732049613888	7.265404190011434	11.08404386268247	10.986603793601395	11.129808482623053	6.648871628471346	6.678795063723995	6.876360969384792	6.515169879900209	6.422729234944767	6.448146056841361
cgd1_1460	8.35571955494283	9.140279758612614	7.773157551883442	8.473860603552021	6.885903738010817	7.953963415082294	8.021996439476123	5.489486695817451	6.6041419609359275	5.542708244565634	6.3629493392399565	5.574599186310706	7.805078231724011	7.684431630013987	7.892090402473144	7.4045105009173495	7.431466430815854	7.505609956564384	7.665551576631476	7.690392194047817	7.726025550712237
cgd1_1470	4.631831421752732	5.974554183699807	5.088978975729254	5.830466502036118	3.64428475056371	5.347457215746048	5.275989099223735	3.0146823602641244	4.571877832488543	3.626929865893203	5.376512027659222	2.7041533165222047	8.03394343346116	8.17579231697836	8.008202191017592	5.539267611203354	5.550946070009626	5.482804688056479	5.550601541950247	5.311299592979846	5.404303216304194
cgd1_1480	5.032888881472959	6.365435789547568	6.330518503415316	6.747057642654323	6.0890047775246625	5.9112687463923566	5.870366646108682	6.714722149466967	6.86765082570047	5.19406811285753	6.3410647128485325	6.4646310464966605	6.983720997613469	6.8830674298748935	7.060602871557658	5.484402671973705	5.740622826539283	5.631744924486661	5.103913100831033	5.300017068684457	5.177778323078069
cgd1_1490	5.736846265064656	5.424467218053943	6.004298475025096	5.860723406509308	6.673496748706285	6.911694702870632	6.701879050865092	6.2995081791236425	5.1090794460629	3.6564030257516187	5.639060906359312	6.172671820967732	5.096682427387646	4.6592549897036335	5.209098696267837	6.157129205246041	5.9903170625547375	6.0261575779323	6.263631909349413	6.238537946247695	5.942133718643928
cgd1_150	2.6668833013533146	2.1598807628671417	3.288797457881092	-1.2864196035640993	1.152650918018466	3.74024629707788	3.5999078531306528	-1.2864196035640993	3.346578561417348	5.873127759438442	5.421364780174927	4.914912410796287	8.310092645694786	8.21679205353165	8.292743857362167	4.302960299831698	3.8302906605404923	4.318209977197948	4.718399993837467	5.026822331279492	4.898031033694138
cgd1_1500	8.726624304048213	9.524405260106874	8.819634969593379	9.768240163866496	8.514745774085235	8.985206782444475	9.054559836049558	8.236989091739407	4.5745002021532795	4.1012173858016885	4.784458796996443	4.706306723570099	3.770593261972983	3.7804667646077	3.6101087070539726	5.407904938271403	5.571217555996496	5.136465180317146	7.726813102522085	7.872141944446915	7.764900927153669
cgd1_1510	10.59070106672476	10.736696982375545	10.597634542776422	10.556895150148126	9.867755324965339	10.477834369093118	10.604156895048526	9.67676760667016	-1.2864196035640993	-1.2864196035640993	2.744714021174889	3.0619509330484167	0.27540335189428133	-0.3771878009499579	0.8843436322742749	0.8273154832921273	1.0094179554493652	1.0781358738133666	9.101071967619662	9.20289142653138	9.189106234921107
cgd1_1520	7.6054305439163326	7.874791205604748	7.674212351966532	6.9020655389325984	7.3301436241615106	8.277913245056995	8.430250439901842	6.851858591500899	6.559763047405688	7.3958011701424535	5.7167451269198475	5.627019795053822	2.079581381258421	2.18908176184487	1.771669406009658	7.510762575527167	7.001707624030612	7.541574562869503	8.08033603430468	8.288258003771508	8.260605111859528
cgd1_1530	6.999040635654494	6.182935372501406	7.104880815213906	4.869492912977943	5.071808018398522	5.701404000917483	5.805711581895911	5.978072711794478	3.8112788748887443	6.200352438738408	7.140909629992564	6.401396472541874	8.102749616623422	7.86766221715431	8.074684106517488	7.414784396716781	7.288396574292654	7.441897519818221	7.023452663301653	6.7890828341480365	6.952468692087961
cgd1_1540	7.336798477617118	7.4166836214179925	6.176670247058437	7.6278223640037695	5.040555235904621	6.159046784802699	5.820570685515493	6.4034519318899905	8.760608650657737	7.970359178918058	8.648693911659814	8.41693872526853	7.982787845183178	8.016458737356679	7.936190743133115	8.050588401564216	8.05222614264832	8.093551382769213	7.1851856295603245	7.010875576490094	7.029471735866939
cgd1_1550	6.938371780661119	6.527919742666943	7.441310584017628	6.998430734442856	7.161113431880722	5.048022315662554	5.2179954901660235	8.154944786537625	9.20371004211363	7.832604470713793	7.910395685921685	8.38420639634614	7.951904101981197	7.650369544651302	7.843698741068801	7.5750489724938666	7.457955955749662	7.650629746282022	6.734971754042467	6.58513015738793	6.515938567555876
cgd1_1560	6.690585466982498	7.185172755087312	6.714587750868015	3.980865575492978	7.2222644593427665	8.105416682861868	8.02278812104889	7.066871558435914	8.564316535763712	8.98768628818275	8.318334395764136	8.665483996258411	12.663567918519455	12.84592448066028	12.561850220094096	6.344298611551521	6.392098580211636	6.453414645393106	6.586517754149755	6.6059756075299765	6.731010001225973
cgd1_1570	7.125441727325384	7.213072461224887	7.498439776391386	7.84418195352171	5.761157271998044	6.9644535774443614	6.720340324683723	7.718845812928488	9.019536209434161	8.408909387469322	8.143894430722789	8.428118062653343	11.98956415770921	12.078472384560298	11.875367463609347	8.356151093953969	8.263746632563453	8.168834541072625	8.219940779027292	8.122326846787848	8.089879035679735
cgd1_1580	8.91006621657478	9.268324328206253	9.36579964897476	7.591669928296084	10.153248580381781	10.113964657093748	9.874872782728856	9.97818994315041	10.622864084514415	10.797173282396024	10.872891607815161	10.93606035512067	13.605609968021932	13.654169838379593	13.50511106610618	9.500906358571013	9.344775559450483	9.422812202324975	9.04037702879636	9.123882985112166	9.089712739757118
cgd1_1590	2.5676496804237052	6.919611011272792	5.137532408059928	5.6880435320989715	6.314280556903808	5.91140498279545	5.272244314407961	6.609492467600587	8.182927017739578	8.137274751558698	8.155674732885666	8.326727935248078	9.6879834012761	9.731349291155302	9.71067439779345	6.120788055712766	6.371297334648918	6.227538144796249	5.883127866433161	6.012344169740649	5.914671221267614
cgd1_160	1.7558782439798515	4.628697915534228	2.346766865147421	3.823819191026996	4.469067938668005	5.324360897734848	5.023041710887014	4.512096298641401	4.723402275295442	6.133057084527462	4.58296098513479	5.670932346788134	6.418957103100543	6.207236588019	6.569611923479073	6.020766581422945	5.711321764750885	5.8680797280036305	5.577473110754617	5.426965707077429	5.519533973380833
cgd1_1600	-1.286419603564097	-1.2864196035640993	-1.2864196035640993	-1.2864196035640993	-1.2864196035640993	-1.2864196035640993	-1.286419603564097	-1.2864196035640993	-1.2864196035640993	-1.2864196035640993	-1.2864196035640993	-1.286419603564097	9.56482290539325	9.565690980553933	9.452535887986059	6.629329932210747	6.446094720840272	6.520571938130441	6.455587353163044	6.317892647463613	6.195275318949248
cgd1_1610	6.172922815203224	6.91551661695641	6.75942257965775	7.091796946109882	5.4661182615514194	5.503568475360788	5.808018185965084	-1.2864196035640993	3.4760514099883455	-1.2864196035640993	2.482175825104427	-1.286419603564097	4.677614105545085	3.7391639900852103	4.85201198243585	1.9694401895060805	1.899353830509995	2.5503698110918966	5.893861439243843	5.826964863471248	6.213632932967269
cgd1_1620	4.073686765036963	2.5902933864967457	2.783084712717057	5.265841079610971	4.671427915087184	4.52003248760775	4.034721484231943	4.398253547951534	6.264962879218081	6.337852222900558	5.419418612607121	6.04972044252526	7.630397245046001	7.75176656355412	7.628611565820728	4.660312036744778	4.97766489449412	4.5529311478591445	4.615074817668189	4.15580104458315	4.588739165234271
cgd1_1630	-1.286419603564097	3.304072231964118	-1.2864196035640993	6.013901836049338	2.7557390692011845	2.6456675773538256	3.2692294968497126	-1.2864196035640993	5.7425665654385805	-1.2864196035640993	4.079796287543727	-1.286419603564097	7.375258930157766	7.127324859340263	7.326180366986246	4.838919913030546	4.7313192196097384	5.05241893465132	4.397745906040839	4.156083548167235	4.170887801521714
cgd1_1640	6.843012243577839	6.92544450838658	7.818766530614696	6.059008942674795	7.242436478770784	7.581290333464039	7.532519257991405	6.314606273745839	5.82795952877047	7.2975093314053066	6.319595608204663	6.612082395477596	8.235962060314808	7.939447246013467	8.233078169019532	7.672899174786954	7.7344133737196605	7.908492136683531	7.46650042158569	7.465392582595289	7.427837948375746
